ACCOUNT_NO,BALANCE,ACCOUNT_TYPE,MOBILE,BRANCH_ID,ADMINISTRATOR,PERSON_ID
563,65490,SAVINGS,1713699200,BhO,F,67
564,1680,CURRENT,7866823130,B9K,F,75
565,66111,CURRENT,1859082789,Bzx,F,74
566,59201,CURRENT,9009428940,B9I,T,97
567,11128,CURRENT,8692368851,BTs,F,63
568,82406,CURRENT,4359488726,BTs,F,99
569,7776,SAVINGS,5287898906,Bqr,F,46
570,57914,CURRENT,4155439242,BSE,F,85
571,40513,SAVINGS,7079344921,Bsw,F,61
572,98101,SAVINGS,4612475037,BGD,F,21
573,40280,SAVINGS,6585240181,BXJ,F,37
574,83326,SAVINGS,5124902243,BeQ,T,58
575,69059,SAVINGS,7497762834,Bsw,T,79
576,48668,CURRENT,3314392494,BYi,F,81
577,64074,CURRENT,7247523046,Be6,F,71
578,15836,SAVINGS,1977083739,B2U,F,23
579,48335,CURRENT,5717606657,BdV,F,77
580,7273,CURRENT,3891172572,BLF,F,62
581,54037,SAVINGS,2343445257,BPx,F,62
582,87345,SAVINGS,7313881572,BN4,F,5
583,57601,SAVINGS,8716615758,BhP,F,87
584,22623,SAVINGS,2548732595,BQf,F,10
585,17200,SAVINGS,1031982088,Bs4,F,97
586,30954,CURRENT,9983148927,Bzx,F,3
587,30997,CURRENT,9969025361,B9I,F,67
588,9432,CURRENT,5796149209,BGD,F,31
589,6139,SAVINGS,4722925194,B2Q,F,60
590,76658,SAVINGS,7874937739,BqY,F,42
591,61441,SAVINGS,2434385217,BEk,F,70
592,60539,CURRENT,2217908569,BqY,F,8
593,81769,SAVINGS,7295229746,Bzx,F,35
594,99229,CURRENT,5643514819,BeG,T,75
595,39129,CURRENT,8814610658,BFx,F,27
596,65469,CURRENT,1161190445,BeQ,F,90
597,31267,CURRENT,1196642918,BEk,F,55
598,36340,CURRENT,8382637837,BLS,F,43
599,43534,CURRENT,8331786492,BXJ,F,8
600,59132,SAVINGS,2729091669,BFw,F,69
601,87719,CURRENT,5056282328,Bzi,F,68
602,73782,SAVINGS,6266940189,BwA,F,70
603,15571,CURRENT,6221698483,BTO,F,50
604,94460,CURRENT,3234445977,Bqv,F,54
605,18726,SAVINGS,2327608392,BXJ,F,17
606,47544,CURRENT,9349059411,Bzi,F,1
607,48566,SAVINGS,5047855235,BPx,F,2
608,19621,CURRENT,7652370555,BxE,F,21
609,2098,CURRENT,4107783307,BxE,F,44
610,35273,CURRENT,7782184864,Bwa,F,96
611,69617,SAVINGS,9218109376,Bs4,F,86
612,72428,SAVINGS,5394460451,Bao,F,32
613,97558,CURRENT,3128461953,BN4,F,17
614,13942,SAVINGS,7388277063,BYF,F,85
615,20726,SAVINGS,6156602810,BmC,F,11
616,94869,SAVINGS,5373801374,BTs,F,3
617,97460,CURRENT,1312381178,BN4,F,63
618,32380,CURRENT,5847718500,Bv5,F,52
619,39966,SAVINGS,7172146034,Bzi,F,43
620,99596,CURRENT,1239173530,B02,F,20
621,61457,CURRENT,1266754423,BxL,F,32
622,8765,CURRENT,2853004929,BXJ,F,36
623,71875,SAVINGS,9246619248,BDW,F,14
624,83565,CURRENT,2853207965,BYF,F,80
625,47103,CURRENT,5499669856,BN4,T,80
626,43648,CURRENT,8519357229,BSE,F,8
627,71827,CURRENT,4709625797,BmU,F,91
628,3389,SAVINGS,7809273415,BXJ,F,38
629,58118,CURRENT,9054417478,BTs,F,96
630,87128,SAVINGS,8012117005,BqY,F,62
631,15719,SAVINGS,6411140127,BPx,F,83
632,55326,SAVINGS,1559965999,BRU,F,29
633,46059,CURRENT,4767057463,BmU,F,76
634,36693,SAVINGS,8111902629,BiA,F,39
635,2941,SAVINGS,3967515307,Bqv,F,75
636,94678,SAVINGS,8009024526,Bbl,F,49
637,98434,CURRENT,6965121123,B29,F,33
638,20243,CURRENT,2152370676,B88,F,45
639,93110,CURRENT,6978514688,B9K,F,97
640,72861,CURRENT,8429082061,B3M,F,15
641,76739,SAVINGS,4395424508,B88,F,98
642,16825,SAVINGS,2744538131,Br2,F,65
643,44810,SAVINGS,9467757088,BxL,F,1
644,90344,CURRENT,3498922463,BTs,F,90
645,100000,SAVINGS,8127866985,BQf,F,83
646,53092,SAVINGS,7179397614,B7q,F,6
647,6826,SAVINGS,9456314879,BmN,T,68
648,3652,CURRENT,7318628010,BqY,F,22
649,95456,SAVINGS,8496862083,BzG,F,70
650,27383,CURRENT,8894988817,BLF,F,95
651,61450,SAVINGS,4299232534,B29,T,16
652,61729,SAVINGS,4314939355,B9I,T,24
653,86815,CURRENT,7092308981,BZd,T,68
654,61932,SAVINGS,8676556233,B3g,F,53
655,37478,SAVINGS,8757039036,BdV,F,64
656,1524,CURRENT,9595570247,BvO,F,98
657,19233,SAVINGS,8637045418,BOe,T,56
658,5144,SAVINGS,5755081878,BTV,F,61
659,73656,SAVINGS,8736552102,Bs4,F,67
660,45299,CURRENT,7644488350,BeG,F,18
661,91686,CURRENT,7418238788,BxE,T,25
662,98269,SAVINGS,8319072497,BBr,F,10
663,75713,SAVINGS,9648142147,BxL,F,64
664,76492,SAVINGS,5953790608,Bsw,F,22
665,47406,SAVINGS,2368099525,B3M,F,13
666,45197,CURRENT,9331288003,B9K,F,58
667,16759,CURRENT,2158747380,BwA,F,31
668,46330,SAVINGS,5541079228,BFx,F,45
669,99687,SAVINGS,5301362208,BTV,F,13
670,50029,SAVINGS,8137780418,BH4,F,94
671,62125,CURRENT,6093329754,BTt,F,53
672,23267,CURRENT,6171441134,BGY,F,44
673,26237,CURRENT,6285614111,B6Z,F,11
674,92909,SAVINGS,7016843854,Be6,F,74
675,68777,CURRENT,4002455920,BNI,F,17
676,47440,SAVINGS,7749857350,B3M,T,88
677,51516,SAVINGS,8651397192,BhO,F,45
678,58463,CURRENT,8818081256,BmC,F,18
679,80661,SAVINGS,3149227419,BTt,F,75
680,88970,SAVINGS,1832290285,BmC,F,15
681,65392,CURRENT,6969678365,BQd,F,26
682,94369,SAVINGS,9714152302,B02,F,60
683,50791,CURRENT,4542314604,ByX,F,56
684,27184,SAVINGS,1973629059,B88,F,86
685,24950,CURRENT,3562541053,BDW,F,43
686,15499,CURRENT,2194412062,BLS,F,4
687,76831,CURRENT,9246713715,BYF,F,82
688,30799,CURRENT,9107534530,BzG,F,14
689,28156,CURRENT,1954594220,BNI,F,37
690,71086,CURRENT,9344826640,BFx,F,31
691,70168,CURRENT,5227167610,BmU,F,18
692,92299,CURRENT,9136016345,BLS,F,16
693,53602,CURRENT,2313673503,BMl,F,80
694,5400,SAVINGS,2331065667,BwA,F,42
695,34678,SAVINGS,8918915565,B29,F,57
696,70419,CURRENT,4094371907,Bv2,F,1
697,49988,SAVINGS,1778350917,Bzx,F,30
698,60519,SAVINGS,1897025288,B1T,F,54
699,72064,SAVINGS,5784592482,B9I,F,32
700,17887,SAVINGS,6623026709,BPx,F,26
701,84629,SAVINGS,8525471450,BW8,F,55
702,43210,SAVINGS,7614543324,BFw,F,83
703,41990,SAVINGS,7392493241,B3M,F,56
704,27706,SAVINGS,5581513304,BW8,F,3
705,91312,SAVINGS,2173280923,BhP,T,88
706,27337,SAVINGS,6531721381,BmN,F,67
707,54264,SAVINGS,3691342656,Bv2,F,1
708,68316,SAVINGS,7122978280,BMl,F,71
709,85418,CURRENT,7034804313,BhP,F,43
710,68011,SAVINGS,8306498148,BzG,F,41
711,37682,SAVINGS,1159385464,BPs,F,62
712,26058,CURRENT,9976059871,BGY,T,80
713,11898,SAVINGS,6889828042,Bzi,T,19
714,95359,CURRENT,2062690769,Bgt,T,7
715,57327,SAVINGS,5053319130,Bon,F,17
716,61080,SAVINGS,9275980152,BSE,F,59
717,7391,CURRENT,3709495141,Bao,F,87
718,48307,SAVINGS,7513126750,BNI,F,97
719,12094,CURRENT,3462265775,BGD,F,84
720,46512,SAVINGS,8721835507,BZ0,T,97
721,23120,SAVINGS,1051990744,B90,F,4
722,92731,SAVINGS,8142847395,Bzx,F,36
723,52814,CURRENT,4879918956,BGY,F,73
724,27679,CURRENT,6747187726,B02,F,77
725,55293,CURRENT,3687209246,B6c,F,48
726,36426,SAVINGS,3594608079,BZX,F,95
727,89881,SAVINGS,8694426522,BnL,F,99
728,55375,CURRENT,9025730022,BTs,F,29
729,41550,SAVINGS,5908270014,BaO,F,52
730,37993,SAVINGS,7605587200,BTe,F,74
731,79302,CURRENT,3238634427,B2Q,F,97
732,41487,SAVINGS,9073700177,BXD,F,18
733,93971,SAVINGS,7793738296,Br2,T,69
734,31782,SAVINGS,1537725649,BTO,F,18
735,52835,SAVINGS,3439381152,BTs,F,96
736,36113,CURRENT,1945733405,B02,F,53
737,16547,CURRENT,1059398808,B9K,F,80
738,90476,SAVINGS,2118484786,Bon,F,68
739,26146,CURRENT,4279330339,BTe,F,85
740,23243,CURRENT,4578687182,BaO,F,46
741,62198,SAVINGS,2404012372,Bgt,F,94
742,78686,SAVINGS,6348920363,B1T,F,75
743,4098,CURRENT,1071610656,Bvf,F,67
744,95193,SAVINGS,8056783127,BmC,F,37
745,30624,CURRENT,3017533128,BrC,F,84
746,28850,SAVINGS,9765978285,BPx,F,38
747,20449,SAVINGS,1062429424,Bsw,F,77
748,54530,CURRENT,3633692694,Bv5,F,84
749,17978,CURRENT,6563550008,BmC,F,2
750,59118,SAVINGS,3871953362,BhO,F,3
751,23926,SAVINGS,3339773427,BmC,F,88
752,53378,SAVINGS,5472545407,Bqr,F,57
753,68738,SAVINGS,2657743455,BSE,F,56
754,27297,CURRENT,6153411352,Bs4,F,5
755,93852,CURRENT,5589261500,BW8,F,44
756,30866,CURRENT,1429956117,BzG,F,67
757,83550,CURRENT,9783778307,BTO,F,62
758,33710,SAVINGS,3291331443,BTO,T,4
759,42750,SAVINGS,9562280867,BPx,F,84
760,39785,SAVINGS,1673496466,BzG,F,45
761,55076,CURRENT,2983250556,BGY,F,71
762,8271,CURRENT,5314658426,BYY,F,9
763,67617,CURRENT,5635243455,B29,F,42
764,53278,CURRENT,8916754292,B02,F,25
765,47339,CURRENT,5438870655,Bwa,F,98
766,18581,SAVINGS,6143056392,B14,F,59
767,19093,CURRENT,7772084162,BXJ,F,3
768,2483,CURRENT,7744964903,BxL,F,40
769,84515,SAVINGS,8344742003,B0T,F,19
770,89486,SAVINGS,7473263898,B6c,F,3
771,46512,CURRENT,4392023533,BnL,F,25
772,30295,CURRENT,7715467281,BDT,F,56
773,77279,SAVINGS,7866455059,BOe,F,67
774,20622,SAVINGS,8818887687,BrC,F,12
775,76419,SAVINGS,6665916382,Bvj,F,49
776,40726,SAVINGS,2473724440,Bgt,F,62
777,24314,CURRENT,1725588921,BBV,F,83
778,10164,SAVINGS,5364108749,Bqr,F,53
779,75490,CURRENT,4947573978,Bvj,T,76
780,41672,SAVINGS,5091164889,BBV,F,62
781,78805,SAVINGS,4005722525,Bv5,F,28
782,61349,CURRENT,5484898305,BeG,F,23
783,44636,CURRENT,7853829107,BoK,F,94
784,1254,SAVINGS,3079652654,B9I,F,99
785,81478,CURRENT,6185110553,B6c,F,100
786,16586,CURRENT,2039849446,BmU,F,70
787,1615,SAVINGS,4983627538,BLS,F,51
788,49403,CURRENT,8004900422,B0T,F,100
789,4860,CURRENT,9354785264,BrC,F,18
790,9590,SAVINGS,7949904661,BYY,F,98
791,5165,CURRENT,9308143848,BrC,F,23
792,91630,SAVINGS,3281266853,BH4,F,39
793,65984,SAVINGS,8577948936,BEk,F,58
794,33608,SAVINGS,1108875969,BdV,F,24
795,40340,CURRENT,5174109844,B3c,F,68
796,82894,SAVINGS,6348635958,Be6,F,61
797,82140,SAVINGS,3288357444,Bbl,F,5
798,23476,SAVINGS,6483189644,BrC,F,51
799,51359,SAVINGS,7959401606,BNI,F,1
800,68161,CURRENT,5317753040,BDW,F,27
801,48257,SAVINGS,2594866959,BTU,F,12
802,32500,CURRENT,7859588575,ByX,F,39
803,88432,SAVINGS,5159770575,ByX,F,15
804,8358,CURRENT,3679729272,BmU,F,69
805,19420,CURRENT,6551767416,Bao,F,69
806,44024,CURRENT,1843860203,BEk,F,93
807,63496,CURRENT,4212557351,BQf,F,34
808,34238,CURRENT,2939327729,Bqv,F,4
809,1711,SAVINGS,3923321476,BxE,F,94
810,84882,SAVINGS,7951806167,BnL,F,78
811,25735,CURRENT,3087839550,B88,F,85
812,69781,CURRENT,1567113350,Bvj,F,95
813,16796,CURRENT,7248715905,BYF,F,57
814,99777,SAVINGS,1574052852,B9K,F,80
815,14710,CURRENT,5849982996,BMl,F,61
816,82196,SAVINGS,7534638372,BSE,F,15
817,92538,CURRENT,7354273969,B02,F,97
818,28435,CURRENT,2029983452,Bqr,F,49
819,28214,SAVINGS,3403495636,BXJ,F,16
820,8817,CURRENT,1966497647,BvO,F,17
821,24159,CURRENT,9684249794,BnL,T,45
822,90579,CURRENT,4584914606,B3M,F,83
823,97745,CURRENT,6521159376,BSE,F,78
824,41861,SAVINGS,7879192653,BW8,F,48
825,64904,SAVINGS,6272514299,Bv2,F,22
826,84773,SAVINGS,1611583213,BdV,F,32
827,18738,SAVINGS,6505583762,BiA,T,10
828,14024,SAVINGS,7761996400,Bvf,F,74
829,11599,CURRENT,3514685772,BZX,T,56
830,60127,SAVINGS,3447963733,BLe,F,80
831,65821,CURRENT,4744419909,Bwd,F,68
832,6153,CURRENT,7371303446,BQd,F,33
833,79780,CURRENT,5788421903,BTs,F,14
834,98980,SAVINGS,2126662224,Bv2,F,96
835,56801,SAVINGS,2263459053,BW8,F,14
836,3005,CURRENT,8359834673,B90,F,55
837,85908,CURRENT,9688314120,BRU,T,33
838,60721,SAVINGS,2136961208,Bon,T,60
839,34111,CURRENT,4861424986,BZX,F,50
840,17105,CURRENT,6925808002,B6c,T,93
841,81482,SAVINGS,6811670364,BGY,F,5
842,91031,SAVINGS,9247602336,Bqv,F,70
843,27643,SAVINGS,4447447824,Bm9,F,6
844,51514,CURRENT,8856736009,Bv2,F,62
845,32886,SAVINGS,8875324498,Bwd,F,71
846,88074,SAVINGS,2562711273,Bqr,T,43
847,87602,SAVINGS,4573348398,Br2,F,68
848,89331,CURRENT,2222948071,BaO,F,90
849,89217,SAVINGS,9123910832,BQf,F,73
850,10531,CURRENT,6818243729,BMl,F,15
851,43608,CURRENT,8779063913,BiA,F,83
852,69882,SAVINGS,6109080424,BTV,F,54
853,42944,CURRENT,1602245826,BrC,F,75
854,84961,SAVINGS,5729134154,BdV,F,75
855,87866,SAVINGS,6814989397,BMl,F,14
856,86835,CURRENT,8352809777,B29,F,5
857,23193,SAVINGS,5445720788,Bv2,F,33
858,65757,CURRENT,4064624768,B88,F,31
859,55258,CURRENT,5995499692,BLS,F,23
860,5789,SAVINGS,1058237400,BQf,F,84
861,96637,SAVINGS,2411628705,Bzi,F,67
862,80567,SAVINGS,6665141602,ByX,F,69
863,95301,SAVINGS,7985388747,BZX,T,3
864,75031,CURRENT,7918333080,BTU,F,82
865,25080,SAVINGS,3069858768,BRU,F,26
866,39099,SAVINGS,6766982752,BH4,F,58
867,64897,CURRENT,4623020682,B14,F,77
868,93914,CURRENT,8873569230,BYY,F,55
869,23768,CURRENT,1713003947,B3g,F,57
870,35206,CURRENT,7527176223,BZ0,F,20
871,21592,SAVINGS,5595399315,BZd,T,85
872,43256,CURRENT,3315258514,BZd,T,18
873,66990,SAVINGS,2403487854,BGY,F,32
874,89746,CURRENT,4062061298,Bao,F,47
875,44617,SAVINGS,8499374822,BNI,F,67
876,1237,SAVINGS,6044986241,BGY,F,44
877,19298,SAVINGS,6706513380,BPx,F,88
878,37819,CURRENT,6494354155,Bs4,F,23
879,44043,CURRENT,1764906495,BLe,F,94
880,80856,CURRENT,2997866154,B3g,F,35
881,19310,SAVINGS,5319523901,BLe,F,27
882,34125,CURRENT,5164430708,Bv5,F,12
883,26229,CURRENT,5828535359,Bzi,F,45
884,75277,SAVINGS,5085471414,B14,F,12
885,39095,CURRENT,9467538231,BBr,F,3
886,97513,SAVINGS,3193621353,BBV,F,50
887,32620,SAVINGS,5314911380,Bgt,F,3
888,50507,CURRENT,3172698058,BqY,F,10
889,91034,SAVINGS,7749149195,Bvf,F,28
890,68787,CURRENT,9366682088,BH4,F,61
891,4646,CURRENT,4954165202,BQd,F,66
892,76948,SAVINGS,1772280714,B1T,T,65
893,20050,SAVINGS,8773153019,BmN,T,71
894,30649,CURRENT,6278015350,BDT,F,99
895,38141,CURRENT,8722789118,Bwd,F,61
896,37595,SAVINGS,6588488803,BBr,F,19
897,96190,SAVINGS,1166141198,Be6,F,54
898,5160,SAVINGS,4861787774,BeG,F,92
899,19230,CURRENT,4314629120,BXJ,F,37
900,65881,CURRENT,2188342213,Ba6,F,84
901,25297,CURRENT,2612913769,BEa,F,78
902,48077,SAVINGS,7897507912,BDW,F,76
903,80761,SAVINGS,6427901665,B2U,F,92
904,17022,CURRENT,8593722629,BeG,F,99
905,90835,CURRENT,8341648259,BFx,F,80
906,51381,SAVINGS,8971971486,B2Q,F,18
907,52063,SAVINGS,6465594896,Bbl,F,90
908,56112,SAVINGS,2241421453,B88,F,39
909,54014,CURRENT,2166144162,B9I,F,21
910,35282,SAVINGS,1092292220,BTe,F,80
911,99940,SAVINGS,3166921060,Bzi,T,49
912,19179,SAVINGS,2076100770,BhO,F,28
913,17965,CURRENT,7136426423,Bsw,F,68
914,62567,SAVINGS,4967391601,Bzx,F,53
915,61550,SAVINGS,4703327066,Bzx,F,69
916,46417,CURRENT,9906174085,B02,F,56
917,15055,SAVINGS,5512473070,BzG,F,86
918,52644,SAVINGS,5134825794,B3M,F,100
919,46810,CURRENT,7123978832,Bwa,F,76
920,7640,SAVINGS,2725400832,BYi,F,80
921,3660,CURRENT,5556344281,BRU,T,85
922,52873,CURRENT,4748169522,Bwa,T,76
923,42252,SAVINGS,2343153585,BLF,F,75
924,48544,SAVINGS,4406485108,B2U,T,11
925,35347,CURRENT,7889442827,BXD,F,26
926,47321,CURRENT,9792392297,Ba6,F,37
927,94101,CURRENT,9969794626,BBV,T,52
928,5248,SAVINGS,9179346280,B6c,F,4
929,43840,SAVINGS,4421898181,BGD,F,21
930,71099,CURRENT,6162481124,Bqr,F,24
931,35467,CURRENT,1595501049,Bqv,F,75
932,2249,SAVINGS,1569213998,BMl,F,80
933,34429,SAVINGS,2449775808,BYi,F,46
934,35532,CURRENT,7304080024,BTO,F,91
935,44821,SAVINGS,4735349344,BzG,T,56
936,43654,SAVINGS,8633394154,BTO,F,16
937,61176,CURRENT,9363555794,B1T,F,54
938,63754,CURRENT,6051816251,BFw,F,53
939,81546,SAVINGS,7768525031,B7q,F,42
940,43569,CURRENT,7404742695,BLe,F,18
941,12770,CURRENT,8969861357,B6c,F,51
942,46878,SAVINGS,1368634763,BLe,F,48
943,68357,SAVINGS,4366754599,Bwa,F,74
944,50859,SAVINGS,6311898013,BdV,F,63
945,44844,SAVINGS,4767465750,BLF,F,48
946,92410,CURRENT,1939507261,B6c,F,20
947,70820,SAVINGS,7022715599,B29,T,88
948,62483,SAVINGS,4072618630,BSE,F,34
949,85573,SAVINGS,3243607613,BhO,F,79
950,62263,SAVINGS,8702138940,BXJ,F,100
951,6832,CURRENT,2554073096,B9I,F,39
952,65809,CURRENT,4174743648,BSE,F,51
953,17952,CURRENT,3024276919,BTt,T,29
954,49798,CURRENT,8349663690,BoK,F,94
955,65678,SAVINGS,8351557650,BmC,F,80
956,32950,SAVINGS,3908277988,BLS,F,34
957,10407,SAVINGS,4514484675,B90,F,95
958,56592,CURRENT,4145449419,Bao,F,20
959,4581,CURRENT,4411817808,Bwa,T,40
960,70937,SAVINGS,7824187818,BDT,T,18
961,11803,CURRENT,2172190446,BqY,F,40
962,38241,SAVINGS,7966706902,B3g,F,38
963,55005,SAVINGS,7155882470,Bvf,F,98
964,98525,SAVINGS,5492009759,ByX,F,100
965,71082,CURRENT,5477217429,BRU,F,14
966,25282,CURRENT,5388926851,BrC,F,81
967,70457,CURRENT,4517174357,BzG,F,83
968,73785,CURRENT,7566972095,B3g,T,66
969,68645,CURRENT,6144045642,Bgt,F,95
970,42564,SAVINGS,1694486648,B29,F,80
971,3809,SAVINGS,1471132545,BW8,F,32
972,13571,CURRENT,3551623113,Bm9,F,86
973,13871,CURRENT,1618536641,BYF,F,88
974,73283,SAVINGS,3159005393,Bzi,T,48
975,84510,SAVINGS,5128019116,Bvf,F,33
976,59308,SAVINGS,4348651155,BXD,F,70
977,62745,CURRENT,4503436305,BmN,F,42
978,40457,CURRENT,9422982581,B7q,F,2
979,18699,CURRENT,5731447870,BiA,F,22
980,65464,SAVINGS,9729021181,BN4,F,89
981,38386,SAVINGS,1343956197,BrC,F,25
982,23243,CURRENT,7526471240,Ba6,F,74
983,49522,CURRENT,7436211128,BxL,F,92
984,51721,SAVINGS,6158117331,BLS,F,88
985,11115,SAVINGS,8007119563,BLF,F,45
986,89458,SAVINGS,7608804150,BiA,F,1
987,79460,SAVINGS,9835854524,BSE,T,90
988,42853,CURRENT,8459951971,BxL,F,10
989,19102,CURRENT,8539800626,B9I,F,88
990,54426,SAVINGS,7019445076,BaO,F,26
991,11270,CURRENT,2539737597,BxE,F,80
992,38050,CURRENT,1993636448,BhP,F,3
993,97513,CURRENT,4921776553,BRu,F,90
994,64887,CURRENT,3977606932,BGD,F,43
995,51868,CURRENT,6334132417,Bzx,F,90
996,23752,CURRENT,8018431894,Byz,F,16
997,81982,CURRENT,4532059013,BXJ,T,73
998,28086,CURRENT,6367656125,BPx,F,5
999,5246,SAVINGS,6535390038,BSE,F,16
1000,91775,SAVINGS,9899254003,Bwa,F,88
